db_id	OMIM_id	ori_exp	drug_dis	test_train_valid
DB00924	D200170	original	DB00924D200170	test
DB00924	D601042	original	DB00924D601042	train
DB00925	D171300	original	DB00925D171300	train
DB00927	D109350	original	DB00927D109350	train
DB00927	D190310	original	DB00927D190310	train
DB00927	D304790	original	DB00927D304790	train
DB00927	D600263	original	DB00927D600263	train
DB00928	D247200	original	DB00928D247200	train
DB00928	D258360	expanded	DB00928D258360	train
DB00928	D601004	original	DB00928D601004	train
DB00929	D140600	original	DB00929D140600	train
DB00929	D190310	original	DB00929D190310	train
DB00933	D181500	original	DB00933D181500	train
DB00936	D106400	original	DB00936D106400	train
DB00936	D125600	original	DB00936D125600	valid
DB00936	D147530	original	DB00936D147530	train
DB00936	D604416	original	DB00936D604416	train
DB00937	D264120	original	DB00937D264120	train
DB00937	D601665	original	DB00937D601665	train
DB00938	D208550	original	DB00938D208550	train
DB00938	D600807	original	DB00938D600807	train
DB00939	D147530	original	DB00939D147530	train
DB00945	D107320	original	DB00945D107320	train
DB00945	D125310	original	DB00945D125310	train
DB00945	D140600	original	DB00945D140600	train
DB00945	D145590	original	DB00945D145590	valid
DB00945	D147530	original	DB00945D147530	test
DB00945	D150600	original	DB00945D150600	train
DB00945	D152700	original	DB00945D152700	train
DB00945	D157300	original	DB00945D157300	train
DB00945	D165720	original	DB00945D165720	train
DB00945	D208230	original	DB00945D208230	train
DB00945	D601367	original	DB00945D601367	train
DB00945	D607459	original	DB00945D607459	train
DB00945	D607850	original	DB00945D607850	train
DB00947	D114480	original	DB00947D114480	train
DB00949	D102100	original	DB00949D102100	train
DB00952	D157300	original	DB00952D157300	train
DB00953	D157300	original	DB00953D157300	train
DB00956	D147530	original	DB00956D147530	train
DB00956	D608088	original	DB00956D608088	train
DB00957	D131200	expanded	DB00957D131200	train
DB00957	D192000	expanded	DB00957D192000	train
DB00957	D604416	original	DB00957D604416	train
DB00958	D109800	original	DB00958D109800	train
DB00958	D133239	original	DB00958D133239	train
DB00958	D259500	original	DB00958D259500	train
DB00958	D276300	original	DB00958D276300	test
DB00959	D109100	original	DB00959D109100	train
DB00959	D140600	original	DB00959D140600	test
DB00959	D146850	original	DB00959D146850	train
DB00959	D147540	expanded	DB00959D147540	train
DB00959	D208550	original	DB00959D208550	train
DB00959	D276300	original	DB00959D276300	train
DB00960	D161900	original	DB00960D161900	train
DB00960	D608622	original	DB00960D608622	train
DB00963	D115645	original	DB00963D115645	train
DB00963	D212350	expanded	DB00963D212350	train
DB00966	D145500	original	DB00966D145500	train
DB00966	D161900	original	DB00966D161900	test
DB00966	D608622	original	DB00966D608622	train
DB00968	D161900	original	DB00968D161900	train
DB00968	D608622	original	DB00968D608622	train
DB00969	D260570	original	DB00969D260570	train
DB00975	D601367	original	DB00975D601367	train
DB00977	D102500	original	DB00977D102500	train
DB00977	D131200	original	DB00977D131200	train
DB00977	D184700	original	DB00977D184700	train
DB00977	D192000	original	DB00977D192000	train
DB00977	D215470	original	DB00977D215470	train
DB00977	D311360	original	DB00977D311360	train
DB00977	D604416	original	DB00977D604416	train
DB00982	D601626	expanded	DB00982D601626	train
DB00982	D604416	original	DB00982D604416	test
DB00983	D208550	original	DB00983D208550	train
DB00983	D210050	original	DB00983D210050	train
DB00983	D600807	original	DB00983D600807	valid
DB00987	D109543	original	DB00987D109543	train
DB00987	D223350	original	DB00987D223350	train
DB00987	D236000	original	DB00987D236000	test
DB00987	D246470	original	DB00987D246470	train
DB00987	D247640	original	DB00987D247640	train
DB00987	D267730	original	DB00987D267730	train
DB00987	D276300	original	DB00987D276300	train
DB00987	D601626	original	DB00987D601626	train
DB00988	D146255	original	DB00988D146255	train
DB00988	D161900	original	DB00988D161900	train
DB00988	D166300	expanded	DB00988D166300	test
DB00988	D310468	original	DB00988D310468	train
DB00989	D104300	original	DB00989D104300	train
DB00989	D125320	original	DB00989D125320	valid
DB00989	D168100	original	DB00989D168100	valid
DB00989	D605055	original	DB00989D605055	train
DB00990	D114480	original	DB00990D114480	train
DB00991	D140600	original	DB00991D140600	train
DB00991	D165720	original	DB00991D165720	train
DB00991	D208230	original	DB00991D208230	train
DB00991	D607459	original	DB00991D607459	test
DB00991	D607850	original	DB00991D607850	train
DB00992	D106400	original	DB00992D106400	train
DB00993	D126200	original	DB00993D126200	train
DB00993	D152700	original	DB00993D152700	test
DB00993	D160300	expanded	DB00993D160300	train
DB00993	D181000	original	DB00993D181000	valid
DB00993	D188030	original	DB00993D188030	test
DB00993	D208920	original	DB00993D208920	train
DB00993	D233810	expanded	DB00993D233810	train
DB00993	D254200	original	DB00993D254200	train
DB00993	D266600	original	DB00993D266600	train
DB00995	D134750	original	DB00995D134750	train
DB00996	D102300	original	DB00996D102300	train
DB00996	D144110	original	DB00996D144110	train
DB00996	D147530	original	DB00996D147530	train
DB00996	D157300	original	DB00996D157300	train
DB00996	D165199	original	DB00996D165199	train
DB00996	D190300	original	DB00996D190300	train
DB00996	D208700	original	DB00996D208700	test
DB00996	D267740	original	DB00996D267740	test
DB00996	D300491	original	DB00996D300491	train
DB00996	D600131	original	DB00996D600131	train
DB00996	D604827	original	DB00996D604827	valid
DB00996	D607628	original	DB00996D607628	test
DB00996	D607631	original	DB00996D607631	valid
DB00996	D607681	original	DB00996D607681	valid
DB00996	D607682	original	DB00996D607682	test
DB00996	D608105	original	DB00996D608105	train
DB00997	D109800	original	DB00997D109800	train
DB00997	D114480	original	DB00997D114480	test
DB00997	D137215	original	DB00997D137215	train
DB00997	D188470	original	DB00997D188470	train
DB00997	D194070	original	DB00997D194070	train
DB00997	D211980	original	DB00997D211980	train
DB00997	D236000	original	DB00997D236000	train
DB00997	D247640	original	DB00997D247640	train
DB00997	D254500	original	DB00997D254500	train
DB00997	D256700	original	DB00997D256700	train
DB00997	D259500	original	DB00997D259500	train
DB00997	D268220	original	DB00997D268220	valid
DB00997	D276300	original	DB00997D276300	train
DB00997	D601626	original	DB00997D601626	test
DB00998	D157300	original	DB00998D157300	train
DB00999	D102500	original	DB00999D102500	train
DB00999	D125700	original	DB00999D125700	train
DB00999	D161900	original	DB00999D161900	train
DB00999	D208300	original	DB00999D208300	valid
DB00999	D215140	original	DB00999D215140	train
DB00999	D600351	original	DB00999D600351	test
DB00999	D608622	original	DB00999D608622	train
DB01001	D208550	original	DB01001D208550	train
DB01001	D600807	original	DB01001D600807	test
DB01002	D147530	original	DB01002D147530	train
DB01003	D191390	expanded	DB01003D191390	train
DB01003	D208550	original	DB01003D208550	valid
DB01003	D600807	original	DB01003D600807	test
DB01005	D144700	original	DB01005D144700	train
DB01005	D155600	original	DB01005D155600	train
DB01005	D155601	original	DB01005D155601	train
DB01005	D187950	original	DB01005D187950	train
DB01005	D263300	original	DB01005D263300	train
DB01005	D276300	original	DB01005D276300	test
DB01005	D605839	original	DB01005D605839	valid
DB01006	D114480	original	DB01006D114480	train
DB01008	D223350	original	DB01008D223350	train
DB01008	D246470	original	DB01008D246470	train
DB01008	D254450	original	DB01008D254450	train
DB01008	D263300	original	DB01008D263300	test
DB01008	D276300	original	DB01008D276300	valid
DB01009	D140600	original	DB01009D140600	train
DB01009	D145590	original	DB01009D145590	train
DB01009	D165720	original	DB01009D165720	test
DB01009	D208230	original	DB01009D208230	valid
DB01009	D607459	original	DB01009D607459	train
DB01009	D607850	original	DB01009D607850	train
DB01013	D125600	original	DB01013D125600	train
DB01013	D151590	original	DB01013D151590	valid
DB01014	D266600	original	DB01014D266600	train
DB01016	D125850	original	DB01016D125850	train
DB01016	D125851	original	DB01016D125851	train
DB01016	D125853	original	DB01016D125853	train
DB01016	D600496	original	DB01016D600496	train
DB01017	D604416	original	DB01017D604416	train
DB01018	D143465	expanded	DB01018D143465	train
DB01018	D161900	original	DB01018D161900	train
DB01018	D608622	original	DB01018D608622	test
DB01019	D109350	expanded	DB01019D109350	train
DB01019	D157950	original	DB01019D157950	train
DB01019	D191800	original	DB01019D191800	train
DB01020	D109350	expanded	DB01020D109350	train
DB01020	D608320	original	DB01020D608320	valid
DB01023	D161900	original	DB01023D161900	train
DB01023	D179600	original	DB01023D179600	train
DB01023	D608622	original	DB01023D608622	train
DB01029	D125850	original	DB01029D125850	train
DB01029	D125851	original	DB01029D125851	train
DB01029	D125853	original	DB01029D125853	valid
DB01029	D146255	original	DB01029D146255	valid
DB01029	D161900	original	DB01029D161900	train
DB01029	D600496	original	DB01029D600496	valid
DB01029	D608622	original	DB01029D608622	train
DB01030	D182280	original	DB01030D182280	train
DB01030	D276300	original	DB01030D276300	train
DB01033	D109543	original	DB01033D109543	train
DB01033	D151400	original	DB01033D151400	valid
DB01033	D191390	original	DB01033D191390	train
DB01033	D247640	original	DB01033D247640	valid
DB01033	D266600	original	DB01033D266600	train
DB01035	D115000	original	DB01035D115000	train
DB01035	D607554	original	DB01035D607554	train
DB01035	D608583	original	DB01035D608583	test
DB01039	D144010	original	DB01039D144010	train
DB01039	D144650	original	DB01039D144650	test
DB01041	D246300	original	DB01041D246300	train
DB01041	D254500	expanded	DB01041D254500	train
DB01042	D254500	original	DB01042D254500	train
DB01042	D256700	original	DB01042D256700	test
DB01042	D268220	original	DB01042D268220	test
DB01043	D104300	original	DB01043D104300	train
DB01043	D125320	original	DB01043D125320	valid
DB01043	D605055	original	DB01043D605055	valid
DB01045	D246300	original	DB01045D246300	train
DB01050	D140600	original	DB01050D140600	train
DB01050	D145590	original	DB01050D145590	train
DB01050	D147530	original	DB01050D147530	train
DB01050	D150600	original	DB01050D150600	test
DB01050	D165720	original	DB01050D165720	train
DB01050	D208230	original	DB01050D208230	valid
DB01050	D252320	original	DB01050D252320	valid
DB01050	D607459	original	DB01050D607459	train
DB01050	D607850	original	DB01050D607850	train
DB01058	D181460	original	DB01058D181460	train
DB01062	D144110	original	DB01062D144110	train
DB01063	D181500	original	DB01063D181500	train
DB01064	D115000	original	DB01064D115000	train
DB01064	D208550	original	DB01064D208550	train
DB01064	D600807	original	DB01064D600807	train
DB01067	D125850	original	DB01067D125850	train
DB01067	D125851	original	DB01067D125851	train
DB01067	D125853	original	DB01067D125853	valid
DB01067	D600496	original	DB01067D600496	train
DB01068	D102100	original	DB01068D102100	train
DB01068	D102300	expanded	DB01068D102300	train
DB01068	D140600	original	DB01068D140600	test
DB01068	D165720	original	DB01068D165720	train
DB01068	D167870	expanded	DB01068D167870	train
DB01068	D181500	expanded	DB01068D181500	valid
DB01068	D208230	original	DB01068D208230	train
DB01068	D254770	original	DB01068D254770	train
DB01068	D254800	original	DB01068D254800	train
DB01068	D607459	original	DB01068D607459	train
DB01068	D607850	original	DB01068D607850	train
DB01069	D147540	expanded	DB01069D147540	train
DB01069	D158280	original	DB01069D158280	train
DB01069	D608088	original	DB01069D608088	test
DB01070	D146255	original	DB01070D146255	train
DB01070	D241519	expanded	DB01070D241519	train
DB01072	D109100	original	DB01072D109100	train
DB01073	D109543	original	DB01073D109543	train
DB01073	D151400	original	DB01073D151400	train
DB01073	D223350	original	DB01073D223350	train
DB01073	D236000	original	DB01073D236000	valid
DB01073	D247640	original	DB01073D247640	train
DB01073	D267730	original	DB01073D267730	valid
DB01073	D276300	original	DB01073D276300	train
DB01075	D145590	original	DB01075D145590	train
DB01075	D147540	expanded	DB01075D147540	train
DB01075	D158280	original	DB01075D158280	train
DB01075	D608088	original	DB01075D608088	valid
DB01076	D144010	original	DB01076D144010	train
DB01080	D217200	original	DB01080D217200	train
DB01080	D308350	original	DB01080D308350	train
DB01080	D605021	original	DB01080D605021	train
DB01083	D264120	original	DB01083D264120	train
DB01083	D303110	original	DB01083D303110	valid
DB01083	D601665	original	DB01083D601665	test
DB01085	D161900	original	DB01085D161900	train
DB01086	D147530	original	DB01086D147530	train
DB01086	D166760	original	DB01086D166760	test
DB01088	D145500	original	DB01088D145500	train
DB01088	D161900	original	DB01088D161900	train
DB01088	D178600	expanded	DB01088D178600	test
DB01088	D608622	original	DB01088D608622	train
DB01095	D144010	original	DB01095D144010	train
DB01098	D144010	original	DB01098D144010	train
DB01099	D114580	original	DB01099D114580	train
DB01099	D212050	original	DB01099D212050	train
DB01101	D114480	original	DB01101D114480	train
DB01101	D114500	original	DB01101D114500	valid
DB01101	D137215	original	DB01101D137215	train
DB01101	D144700	original	DB01101D144700	valid
DB01101	D176807	original	DB01101D176807	valid
DB01101	D276300	original	DB01101D276300	train
DB01104	D131300	original	DB01104D131300	train
DB01104	D164230	expanded	DB01104D164230	test
DB01104	D167870	expanded	DB01104D167870	test
DB01104	D252320	original	DB01104D252320	train
DB01105	D264120	original	DB01105D264120	train
DB01105	D303110	original	DB01105D303110	train
DB01105	D601665	original	DB01105D601665	train
DB01109	D125310	original	DB01109D125310	train
DB01109	D540000	original	DB01109D540000	test
DB01109	D601367	original	DB01109D601367	train
DB01110	D114580	original	DB01110D114580	train
DB01110	D212050	original	DB01110D212050	train
DB01113	D115000	original	DB01113D115000	train
DB01113	D179600	original	DB01113D179600	test
DB01113	D260570	original	DB01113D260570	test
DB01115	D161900	original	DB01115D161900	train
DB01115	D179600	original	DB01115D179600	train
DB01115	D608622	original	DB01115D608622	train
DB01118	D115000	original	DB01118D115000	train
DB01120	D125853	original	DB01120D125853	train
DB01122	D254200	original	DB01122D254200	train
DB01124	D125850	original	DB01124D125850	train
DB01124	D125851	original	DB01124D125851	train
DB01124	D125853	original	DB01124D125853	test
DB01124	D600496	original	DB01124D600496	valid
DB01125	D607554	original	DB01125D607554	train
DB01128	D176807	original	DB01128D176807	train
DB01129	D109350	original	DB01129D109350	train
DB01129	D190310	original	DB01129D190310	valid
DB01129	D600263	original	DB01129D600263	valid
DB01132	D125850	original	DB01132D125850	train
DB01132	D125851	original	DB01132D125851	valid
DB01132	D125853	original	DB01132D125853	test
DB01132	D600496	original	DB01132D600496	train
DB01133	D167320	original	DB01133D167320	train
DB01133	D602080	original	DB01133D602080	test
DB01136	D161900	original	DB01136D161900	train
DB01136	D607554	original	DB01136D607554	train
DB01136	D608622	original	DB01136D608622	train
DB01137	D166760	original	DB01137D166760	train
DB01137	D208550	original	DB01137D208550	train
DB01142	D147530	original	DB01142D147530	train
DB01142	D603165	original	DB01142D603165	test
DB01143	D276300	original	DB01143D276300	train
DB01148	D155100	original	DB01148D155100	train
DB01148	D231200	original	DB01148D231200	train
DB01148	D273800	original	DB01148D273800	train
DB01151	D143465	expanded	DB01151D143465	train
DB01151	D147530	original	DB01151D147530	train
DB01156	D143465	expanded	DB01156D143465	train
DB01156	D167870	expanded	DB01156D167870	valid
DB01156	D264120	original	DB01156D264120	test
DB01157	D109100	original	DB01157D109100	train
DB01161	D147530	original	DB01161D147530	train
DB01162	D144110	original	DB01162D144110	train
DB01162	D147530	original	DB01162D147530	valid
DB01162	D157950	original	DB01162D157950	train
DB01162	D161900	original	DB01162D161900	train
DB01162	D200170	original	DB01162D200170	train
DB01162	D600082	original	DB01162D600082	train
DB01162	D608622	original	DB01162D608622	train
DB01165	D166760	original	DB01165D166760	train
DB01165	D600263	original	DB01165D600263	test
DB01167	D114580	original	DB01167D114580	train
DB01167	D212050	original	DB01167D212050	train
DB01167	D258360	expanded	DB01167D258360	train
DB01167	D602068	original	DB01167D602068	test
DB01169	D276300	original	DB01169D276300	train
DB01170	D161900	original	DB01170D161900	train
DB01170	D608622	original	DB01170D608622	train
DB01173	D147530	original	DB01173D147530	train
DB01173	D157300	original	DB01173D157300	train
DB01173	D160750	original	DB01173D160750	train
DB01173	D200170	original	DB01173D200170	train
DB01174	D121200	original	DB01174D121200	train
DB01174	D121201	original	DB01174D121201	train
DB01174	D143500	original	DB01174D143500	train
DB01174	D190310	original	DB01174D190310	train
DB01174	D208085	original	DB01174D208085	train
DB01174	D217200	original	DB01174D217200	train
DB01174	D218800	original	DB01174D218800	train
DB01174	D226150	original	DB01174D226150	test
DB01174	D237450	original	DB01174D237450	train
DB01174	D237500	original	DB01174D237500	train
DB01174	D308600	original	DB01174D308600	train
DB01174	D608217	original	DB01174D608217	train
DB01175	D164230	original	DB01175D164230	train
DB01176	D145590	original	DB01176D145590	train
DB01177	D223350	original	DB01177D223350	train
DB01177	D247640	original	DB01177D247640	train
DB01177	D601626	original	DB01177D601626	train
DB01181	D109543	original	DB01181D109543	train
DB01181	D151400	original	DB01181D151400	train
DB01181	D236000	original	DB01181D236000	train
DB01181	D247640	original	DB01181D247640	train
DB01181	D273300	original	DB01181D273300	train
DB01181	D276300	original	DB01181D276300	test
DB01182	D607554	original	DB01182D607554	train
DB01185	D114480	original	DB01185D114480	train
DB01185	D215470	original	DB01185D215470	test
DB01185	D241100	original	DB01185D241100	train
DB01186	D168100	original	DB01186D168100	train
DB01186	D168600	original	DB01186D168600	test
DB01188	D114580	original	DB01188D114580	train
DB01188	D125600	original	DB01188D125600	train
DB01189	D147530	original	DB01189D147530	train
DB01189	D161900	original	DB01189D161900	valid
DB01189	D608622	original	DB01189D608622	train
DB01192	D147530	original	DB01192D147530	train
DB01193	D161900	original	DB01193D161900	train
DB01193	D608622	original	DB01193D608622	train
DB01194	D137750	original	DB01194D137750	train
DB01194	D137760	original	DB01194D137760	train
DB01194	D161900	original	DB01194D161900	train
DB01194	D601682	original	DB01194D601682	train
DB01195	D607554	original	DB01195D607554	train
DB01196	D176807	original	DB01196D176807	train
DB01196	D601518	original	DB01196D601518	valid
DB01197	D146255	original	DB01197D146255	train
DB01197	D161900	original	DB01197D161900	train
DB01197	D179600	original	DB01197D179600	test
DB01197	D215140	original	DB01197D215140	train
DB01197	D600351	original	DB01197D600351	valid
DB01197	D602522	original	DB01197D602522	train
DB01197	D608622	original	DB01197D608622	train
DB01200	D168100	original	DB01200D168100	train
DB01202	D217200	original	DB01202D217200	train
DB01202	D239350	expanded	DB01202D239350	train
DB01202	D300491	original	DB01202D300491	valid
DB01202	D600131	original	DB01202D600131	test
DB01202	D604827	original	DB01202D604827	train
DB01202	D607628	original	DB01202D607628	valid
DB01202	D607631	original	DB01202D607631	test
DB01202	D607681	original	DB01202D607681	valid
DB01202	D607682	original	DB01202D607682	valid
DB01202	D608105	original	DB01202D608105	test
DB01203	D110100	original	DB01203D110100	train
DB01203	D157700	original	DB01203D157700	train
DB01203	D161900	original	DB01203D161900	valid
DB01203	D190300	original	DB01203D190300	train
DB01203	D190310	original	DB01203D190310	train
DB01203	D608622	original	DB01203D608622	train
DB01204	D109543	original	DB01204D109543	train
DB01204	D126200	original	DB01204D126200	train
DB01204	D147530	original	DB01204D147530	train
DB01204	D176807	original	DB01204D176807	train
DB01204	D236000	original	DB01204D236000	train
DB01204	D247640	original	DB01204D247640	test
DB01204	D267730	original	DB01204D267730	train
DB01204	D601626	original	DB01204D601626	test
DB01210	D137750	original	DB01210D137750	train
DB01210	D155100	original	DB01210D155100	valid
DB01210	D161900	original	DB01210D161900	train
DB01210	D231200	original	DB01210D231200	train
DB01210	D273800	original	DB01210D273800	valid
DB01214	D137750	original	DB01214D137750	train
DB01214	D137760	original	DB01214D137760	valid
DB01214	D601682	original	DB01214D601682	train
DB01216	D104130	original	DB01216D104130	train
DB01216	D109200	original	DB01216D109200	train
DB01216	D147530	original	DB01216D147530	train
DB01216	D200170	original	DB01216D200170	test
DB01216	D600082	original	DB01216D600082	train
DB01217	D114480	original	DB01217D114480	train
DB01217	D174800	expanded	DB01217D174800	train
DB01219	D125310	original	DB01219D125310	train
DB01219	D126200	original	DB01219D126200	valid
DB01219	D145600	original	DB01219D145600	train
DB01219	D154276	original	DB01219D154276	train
DB01219	D217150	original	DB01219D217150	train
DB01219	D238800	original	DB01219D238800	train
DB01219	D540000	original	DB01219D540000	train
DB01219	D601042	original	DB01219D601042	train
DB01219	D601367	original	DB01219D601367	valid
DB01219	D607225	original	DB01219D607225	test
DB01221	D147530	original	DB01221D147530	train
DB01222	D191390	original	DB01222D191390	train
DB01222	D208550	original	DB01222D208550	train
DB01222	D210050	original	DB01222D210050	train
DB01222	D266600	original	DB01222D266600	train
DB01222	D600807	original	DB01222D600807	train
DB01223	D208550	original	DB01223D208550	train
DB01223	D210050	original	DB01223D210050	train
DB01223	D600807	original	DB01223D600807	test
DB01224	D164230	expanded	DB01224D164230	train
DB01224	D181500	original	DB01224D181500	train
DB01225	D155100	original	DB01225D155100	train
DB01225	D188050	expanded	DB01225D188050	train
DB01225	D231200	original	DB01225D231200	train
DB01225	D273800	original	DB01225D273800	valid
DB01228	D115000	original	DB01228D115000	train
DB01229	D114480	original	DB01229D114480	train
DB01229	D148000	original	DB01229D148000	train
DB01229	D194070	original	DB01229D194070	train
DB01231	D145590	original	DB01231D145590	train
DB01231	D156000	expanded	DB01231D156000	train
DB01232	D109100	original	DB01232D109100	train
DB01233	D109350	original	DB01233D109350	train
DB01233	D157300	original	DB01233D157300	train
DB01234	D125600	original	DB01234D125600	train
DB01234	D133600	original	DB01234D133600	train
DB01234	D145590	original	DB01234D145590	train
DB01234	D152700	original	DB01234D152700	valid
DB01234	D153880	original	DB01234D153880	train
DB01234	D166760	original	DB01234D166760	train
DB01234	D181000	original	DB01234D181000	test
DB01234	D188030	original	DB01234D188030	train
DB01234	D208550	original	DB01234D208550	train
DB01234	D215140	original	DB01234D215140	valid
DB01234	D223350	original	DB01234D223350	train
DB01234	D233810	original	DB01234D233810	train
DB01234	D254400	original	DB01234D254400	train
DB01234	D276300	original	DB01234D276300	test
DB01234	D600351	original	DB01234D600351	train
DB01234	D601608	original	DB01234D601608	train
DB01235	D102300	original	DB01235D102300	train
DB01235	D168100	original	DB01235D168100	valid
DB01238	D164230	expanded	DB01238D164230	train
DB01238	D181500	original	DB01238D181500	train
DB01240	D161900	original	DB01240D161900	train
DB01240	D178600	expanded	DB01240D178600	train
DB01240	D188030	original	DB01240D188030	train
DB01241	D144010	original	DB01241D144010	train
DB01241	D144650	original	DB01241D144650	train
DB01241	D260480	original	DB01241D260480	train
DB01242	D164230	expanded	DB01242D164230	train
DB01242	D167870	original	DB01242D167870	train
DB01244	D161900	original	DB01244D161900	train
DB01244	D608622	original	DB01244D608622	train
DB01248	D114480	original	DB01248D114480	train
DB01248	D137215	original	DB01248D137215	train
DB01248	D155600	original	DB01248D155600	test
DB01248	D155601	original	DB01248D155601	valid
DB01248	D176807	original	DB01248D176807	train
DB01248	D276300	original	DB01248D276300	train
DB01254	D223350	original	DB01254D223350	train
DB01254	D247640	original	DB01254D247640	valid
DB01254	D276300	original	DB01254D276300	train
DB01255	D143465	original	DB01255D143465	train
DB01255	D300494	original	DB01255D300494	test
DB01258	D145500	original	DB01258D145500	train
DB01258	D161900	original	DB01258D161900	train
DB01258	D608622	original	DB01258D608622	train
DB01259	D114480	original	DB01259D114480	train
DB01259	D276300	original	DB01259D276300	valid
DB01260	D233810	original	DB01260D233810	train
DB01261	D125850	original	DB01261D125850	train
DB01261	D125851	original	DB01261D125851	train
DB01261	D125853	original	DB01261D125853	valid
DB01261	D600496	original	DB01261D600496	train
DB01262	D247200	original	DB01262D247200	train
DB01262	D601004	original	DB01262D601004	train
DB01267	D181500	original	DB01267D181500	train
DB01268	D144700	original	DB01268D144700	train
DB01268	D605839	original	DB01268D605839	train
DB01275	D145500	original	DB01275D145500	train
DB01275	D161900	original	DB01275D161900	train
DB01275	D608622	original	DB01275D608622	train
DB01291	D208550	original	DB01291D208550	train
DB01291	D600807	original	DB01291D600807	train
DB01296	D140600	original	DB01296D140600	train
DB01296	D165720	original	DB01296D165720	valid
DB01296	D208230	original	DB01296D208230	train
DB01296	D607459	original	DB01296D607459	train
DB01296	D607850	original	DB01296D607850	test
DB01320	D217200	original	DB01320D217200	train
DB01320	D239350	original	DB01320D239350	train
DB01327	D600803	original	DB01327D600803	train
DB01351	D217200	original	DB01351D217200	train
DB01351	D239350	original	DB01351D239350	train
DB01356	D181500	original	DB01356D181500	train
DB01359	D161900	original	DB01359D161900	train
DB01359	D608622	original	DB01359D608622	train
DB01364	D208550	original	DB01364D208550	train
DB01364	D600807	original	DB01364D600807	train
DB01367	D168100	original	DB01367D168100	train
DB01367	D168600	original	DB01367D168600	train
DB01378	D109350	original	DB01378D109350	train
DB01378	D190310	original	DB01378D190310	test
DB01394	D249100	original	DB01394D249100	train
DB01395	D184700	expanded	DB01395D184700	train
DB01395	D604416	original	DB01395D604416	train
DB01399	D145590	original	DB01399D145590	train
DB01399	D147530	original	DB01399D147530	train
DB01400	D157950	original	DB01400D157950	train
DB01400	D254200	original	DB01400D254200	train
DB01402	D600263	original	DB01402D600263	train
DB01403	D147530	original	DB01403D147530	train
DB01406	D131200	original	DB01406D131200	train
DB01406	D215140	original	DB01406D215140	train
DB01406	D600351	original	DB01406D600351	train
DB01406	D601608	original	DB01406D601608	train
DB01410	D208550	original	DB01410D208550	train
DB01427	D212110	original	DB01427D212110	train
DB01551	D608088	original	DB01551D608088	train
DB01576	D136200	original	DB01576D136200	train
DB01576	D143465	original	DB01576D143465	train
DB01577	D143465	expanded	DB01577D143465	train
DB01577	D264120	original	DB01577D264120	train
DB01577	D303110	original	DB01577D303110	valid
DB01577	D601665	original	DB01577D601665	train
DB01579	D264120	original	DB01579D264120	train
DB01579	D303110	original	DB01579D303110	train
DB01579	D601665	original	DB01579D601665	valid
DB01590	D144700	original	DB01590D144700	train
DB01590	D605839	original	DB01590D605839	test
DB01623	D181500	original	DB01623D181500	train
DB01677	D206200	original	DB01677D206200	train
DB02546	D254400	original	DB02546D254400	train
DB02546	D276300	original	DB02546D276300	train
DB03796	D115300	original	DB03796D115300	train
DB03796	D277350	original	DB03796D277350	train
DB03904	D173200	original	DB03904D173200	train
DB04272	D179800	original	DB04272D179800	train
DB04272	D179830	original	DB04272D179830	train
DB04272	D310468	original	DB04272D310468	train
DB04272	D604278	original	DB04272D604278	train
DB04844	D143100	original	DB04844D143100	train
DB04861	D110100	original	DB04861D110100	train
DB04861	D157700	original	DB04861D157700	train
DB04861	D161900	original	DB04861D161900	test
DB04861	D608622	original	DB04861D608622	valid
DB05259	D126200	original	DB05259D126200	train
DB06285	D102500	original	DB06285D102500	train
DB06285	D166710	original	DB06285D166710	train
DB06285	D606842	original	DB06285D606842	train
DB06287	D144700	original	DB06287D144700	train
DB06287	D605839	original	DB06287D605839	train
